Majority protein IDs	Protein names	Gene names	L3_4 old L OAF	L3_4 old A OAF	L3_4 old P OAF	L3_4 old R OAF	L3_4 old L IAF	L3_4 old R IAF	L3_4 old L IAF_NP	L3_4 old A IAF_NP	L3_4 old P IAF_NP	L3_4 old R IAF_NP	L3_4 old NP	L3_4 Young L OAF	L3_4 young A OAF	L3_4 young P OAF	L3_4 young R OAF	L3_4 young L IAF	L3_4 young R IAF	L3_4 young L IAF_NP	L3_4 young A IAF_NP	L3_4 young P IAF_NP	L3_4 young R IAF_NP	L3_4 young NP	L4_5 old L OAF	L4_5 old A OAF	L4_5 old P OAF	L4_5 old R OAF	L4_5 old L IAF	L4_5 old R IAF	L4_5 old L IAF_NP	L4_5 old A IAF_NP	L4_5 old P IAF_NP	L4_5 old R IAF_NP	L4_5 old NP	L4_5 young L OAF	L4_5 young A OAF	L4_5 young P OAF	L4_5 young R OAF	L4_5 young L IAF	L4_5 young R IAF	L4_5 young L IAF_NP	L4_5 young A IAF_NP	L4_5 young P IAF_NP	L4_5 young R IAF_NP	L4_5 young NP	L5_S1 old L OAF	L5_S1 old A OAF	L5_S1 old P OAF	L5_S1 old R OAF	L5_S1 old L IAF	L5_S1 old R IAF	L5_S1 old L IAF_NP	L5_S1 old A IAF_NP	L5_S1 old P IAF_NP	L5_S1 old R IAF_NP	L5_S1 old NP	L5_S1 young L OAF	L5_S1 young A OAF	L5_S1 young P OAF	L5_S1 young R OAF	L5_S1 young L IAF	L5_S1 young R IAF	L5_S1 young L IAF_NP	L5_S1 young A IAF_NP	L5_S1 young P IAF_NP	L5_S1 young R IAF_NP	L5_S1 young NP
P62736;P63267	Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle	ACTA2;ACTG2	35.57	33.8646	31.6667	35.7879	30.4742	31.0279	29.555	30.6663	30.6396	30.2545	29.3088	31.9187	33.0749	32.6476	32.4174	32.2922	32.5953	32.8463	33.4856	32.1492	32.1077	33.0764	33.2849	31.4722	32.1181	31.3703	31.0087	30.3963	29.8961	30.5032	30.8498	29.0454	31.1434	34.287	32.0852	31.5181	33.9348	33.2351	31.668	32.1203	31.4375	33.9595	31.0831	31.0989	31.8535	32.9186	31.4766	33.2415	31.1849	29.9364	30.0569	29.947	30.416	30.2485	30.4654	34.4515	33.1603	32.6346	32.2142	30.9268	30.616	31.2458	31.6381	32.0857	31.1574	31.5497
P60709	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.7793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q562R1	Beta-actin-like protein 2	ACTBL2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.4436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P63261	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1	33.945	34.7583	32.1321	33.5913	30.878	31.7891	29.845	31.2105	30.9644	30.3899	29.8628	31.6282	33.2665	32.3088	32.1476	32.1413	31.279	31.7948	31.2983	32.0967	31.5097	31.6194	33.5845	31.9306	32.2837	31.5037	30.8422	31.1969	30.2302	30.1296	31.8766	29.5086	30.7139	32.6574	32.1477	32.2042	33.185	31.7317	31.0778	30.2216	31.188	31.5815	30.6264	30.5733	31.8541	33.0975	32.0865	33.9452	31.4044	30.5862	30.6026	30.1393	30.5156	30.3156	30.9478	33.1779	33.5318	32.5661	32.8912	31.5111	30.7268	30.0937	31.5839	31.0117	30.8568	31.6131
O96019	Actin-like protein 6A	ACTL6A	NaN	24.5441	NaN	24.8547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P12814	Alpha-actinin-1	ACTN1	30.2948	31.1737	25.205	30.1425	25.6696	25.518	24.3631	24.1896	24.0295	25.09	22.5895	27.6156	29.6552	28.5009	28.7441	27.0692	26.403	26.6432	NaN	25.6075	27.2199	27.2733	30.1336	27.4241	27.6613	24.5921	25.7461	25.6033	24.8748	25.2687	24.4928	NaN	24.1769	29.2865	28.7788	28.8131	28.5496	26.8202	24.312	27.4737	NaN	24.2268	24.8129	NaN	26.3705	27.9711	26.7754	30.5679	25.6371	23.3337	25.2934	25.0083	NaN	NaN	NaN	30.1611	30.2495	28.404	28.3341	24.232	26.3539	27.6911	27.6767	26.2044	27.327	25.4571
P35609	Alpha-actinin-2	ACTN2	33.4129	30.3057	27.5341	33.6533	28.0694	27.6571	28.5322	26.8287	27.0484	27.8168	25.6929	28.5507	29.195	27.672	28.8404	29.0584	28.9902	29.811	30.5603	28.5313	28.4135	29.2605	29.2636	27.765	28.741	27.6319	27.1728	27.5971	27.3456	27.597	27.8398	27.5802	27.4121	31.3704	28.3867	27.4803	29.5873	29.8574	23.9912	28.8345	25.9328	29.8565	23.5509	26.7379	27.4569	28.5151	28.5587	28.8881	26.3329	24.0283	25.8323	27.7121	26.2407	24.5055	27.5084	30.4518	29.0833	27.8959	23.7651	24.2026	24.587	26.135	27.0442	27.225	26.854	NaN
Q08043	Alpha-actinin-3	ACTN3	32.3969	24.035	27.95	32.2475	NaN	22.7425	NaN	NaN	24.8112	25.6926	23.5093	24.1586	24.1758	NaN	23.2401	26.1293	26.652	25.8403	25.3882	NaN	NaN	NaN	23.3333	24.8817	28.0863	24.5299	24.5145	NaN	24.6635	26.4823	28.5841	NaN	25.5521	27.1759	25.2937	NaN	NaN	NaN	23.7085	NaN	NaN	26.5776	NaN	NaN	23.8548	24.9123	28.6624	NaN	23.6703	NaN	NaN	25.2504	NaN	25.2626	NaN	27.3496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O43707	Alpha-actinin-4	ACTN4	30.9072	31.3415	28.5226	31.0519	27.9006	27.6465	26.7226	24.4865	26.0883	25.1948	NaN	28.8517	30.3947	29.5975	29.3936	29.6927	28.8036	29.267	28.2882	28.0537	28.8004	29.5576	30.397	28.8337	29.3957	29.5452	27.4777	25.943	27.813	25.0728	26.2357	NaN	NaN	30.5236	29.8394	28.7357	29.5152	27.9804	29.28	27.136	29.817	27.9792	26.3529	28.5844	26.4257	29.7075	28.8919	30.6835	28.3286	28.6142	27.9234	27.901	26.5178	26.4184	24.3506	30.7723	30.349	29.1913	28.7857	26.847	25.8355	27.9261	28.0081	25.5551	29.1657	27.3246
Q9NZ32	Actin-related protein 10	ACTR10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.1608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P61163	Alpha-centractin	ACTR1A	26.3801	27.0471	NaN	27.2214	24.0546	25.1912	NaN	NaN	NaN	NaN	NaN	NaN	25.9939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6463	26.2866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.6241	25.312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5888	NaN	26.5651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.9286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P42025	Beta-centractin	ACTR1B	NaN	NaN	NaN	24.8423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P61160	Actin-related protein 2	ACTR2	27.5487	28.2838	26.7287	26.4819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.5305	28.1979	27.8618	NaN	26.1298	NaN	NaN	NaN	27.5461	NaN	25.8165	26.2101	28.092	28.3945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.5166	26.6473	NaN	28.2613	NaN	26.5902	NaN	NaN	NaN	NaN	NaN	28.3319	NaN	27.6222	27.4782	NaN	NaN	NaN	26.413	NaN	NaN	NaN	27.5797	26.7534	27.6534	28.2674	NaN	NaN	26.6414	NaN	NaN	NaN	NaN
P61158	Actin-related protein 3	ACTR3	26.4851	28.9812	25.766	27.2486	NaN	25.8457	26.8087	NaN	25.0751	26.0768	26.5132	25.7649	27.0234	NaN	26.4508	NaN	26.8741	26.3365	NaN	NaN	26.8833	NaN	27.209	25.9015	27.3048	27.1242	NaN	NaN	NaN	25.2276	NaN	NaN	26.8676	27.1536	26.0576	28.3601	27.6657	25.8127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.5872	27.1767	27.4432	NaN	NaN	NaN	26.0488	NaN	NaN	28.3193	27.756	27.9786	NaN	27.3867	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q03154	Aminoacylase-1	ACY1	NaN	NaN	NaN	24.6804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P14621	Acylphosphatase-2	ACYP2	24.3802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P00813	Adenosine deaminase	ADA	NaN	23.0788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O14672	Disintegrin and metalloproteinase domain-containing protein 10	ADAM10	NaN	23.8397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O43184	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13444	Disintegrin and metalloproteinase domain-containing protein 15	ADAM15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.8484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P78536	Disintegrin and metalloproteinase domain-containing protein 17	ADAM17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.5727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UHI8	A disintegrin and metalloproteinase with thrombospondin motifs 1	ADAMTS1	NaN	NaN	23.9524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8TE57	A disintegrin and metalloproteinase with thrombospondin motifs 16	ADAMTS16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.4342
O95450	A disintegrin and metalloproteinase with thrombospondin motifs 2	ADAMTS2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.5963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q86TH1	ADAMTS-like protein 2	ADAMTSL2	NaN	24.8391	NaN	NaN	NaN	24.2013	25.9501	NaN	24.9802	25.4077	26.5894	NaN	NaN	NaN	NaN	24.8224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5082	NaN	25.7321	26.1113	25.0968	26.9009	25.8703	NaN	NaN	NaN	NaN	NaN	NaN	25.4403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P82987	ADAMTS-like protein 3	ADAMTSL3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6UY14	ADAMTS-like protein 4	ADAMTSL4	24.2515	24.6116	NaN	24.4126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.6508	23.9918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P55265	Double-stranded RNA-specific adenosine deaminase	ADAR	NaN	NaN	NaN	19.8042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P35611	Alpha-adducin	ADD1	25.5024	25.5819	NaN	25.4139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UEY8	Gamma-adducin	ADD3	25.7432	25.6377	NaN	25.7756	23.8369	NaN	NaN	NaN	25.4794	NaN	25.5373	NaN	24.5854	NaN	NaN	NaN	NaN	NaN	26.3022	NaN	NaN	NaN	25.1479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.8014	NaN	27.3328	NaN	NaN	NaN	NaN	NaN	25.5214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.2627	25.5758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P00325;P07327	Alcohol dehydrogenase 1B;Alcohol dehydrogenase 1A	ADH1B;ADH1A	28.8673	29.2756	NaN	30.1	NaN	NaN	NaN	26.0958	NaN	24.3393	NaN	NaN	NaN	NaN	NaN	NaN	25.6752	24.5183	24.3138	NaN	NaN	NaN	25.764	25.4943	24.7079	25.1678	26.6364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.9354	NaN	NaN	NaN	26.4784	26.0303	24.196	30.1252	NaN	NaN	NaN	24.4997	NaN	NaN	NaN	27.6258	NaN	25.0827	26.8307	NaN	NaN	NaN	24.4178	NaN	NaN	22.955
P00326	Alcohol dehydrogenase 1C	ADH1C	NaN	25.7459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08319	Alcohol dehydrogenase 4	ADH4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.2868	NaN	NaN	NaN	NaN	NaN
P11766	Alcohol dehydrogenase class-3	ADH5	29.0583	29.0796	26.6421	28.395	23.9492	24.7654	NaN	26.0478	26.2402	25.746	NaN	25.7228	27.3702	26.6697	26.0834	23.9032	NaN	26.8553	NaN	25.8943	NaN	26.2131	27.882	26.1048	27.1522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.2913	25.0888	NaN	25.7278	25.931	24.9588	NaN	NaN	NaN	NaN	NaN	26.5902	27.3536	NaN	28.2248	NaN	24.8504	NaN	24.9237	NaN	NaN	NaN	27.5779	26.9981	25.214	26.3482	NaN	26.4706	NaN	25.4028	NaN	NaN	25.1128
Q8IWW8	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	ADHFE1	NaN	NaN	NaN	24.2293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15848	Adiponectin	ADIPOQ	25.7705	25.4459	24.6499	25.6014	NaN	25.3441	25.1584	25.1674	25.7381	NaN	24.664	25.6838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.754	25.0839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8407	23.9283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15847	Adipogenesis regulatory factor	ADIRF	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.1649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P55263	Adenosine kinase	ADK	NaN	NaN	NaN	24.3008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.9445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BRR6	ADP-dependent glucokinase	ADPGK	NaN	21.1859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NX46	Poly(ADP-ribose) glycohydrolase ARH3	ADPRHL2	23.9686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q16186	Proteasomal ubiquitin receptor ADRM1	ADRM1	24.4521	23.2936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30566	Adenylosuccinate lyase	ADSL	21.6036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30520	Adenylosuccinate synthetase isozyme 2	ADSS	NaN	23.749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
